order_id,supplier_id,product_id,quantity,price_per_unit,order_date,delivery_date,status
e21dd919-fb63-4d0f-ab2d-7aa2f998fbab,4072,3398,3340,8293.36,2024-02-16 21:40:41,2023-12-06,Sample status 63
067a7e42-e4ae-4639-9574-fc57229d7372,9916,5731,4097,6226.2,2023-12-27 21:40:41,2024-04-09,Sample status 64
75aa4533-3f3f-42f1-8cf9-fd278b3b8344,1813,875,5813,5682.46,2024-11-09 21:40:41,2024-10-08,Sample status 65
16878f6c-9581-4365-8235-0f671a1e36f6,9635,3463,2634,1735.49,2024-07-20 21:40:41,2024-10-03,Sample status 66
ea0adf56-8361-408b-9eac-6e0346861717,4305,5459,1527,2334.19,2024-08-23 21:40:41,2023-12-19,Sample status 67
21691594-fe08-4597-8aae-4dc967472cb6,6130,9621,2004,6940.4,2024-08-01 21:40:41,2024-06-22,Sample status 68
2734053e-cc18-4033-b781-de23d62e9b51,6646,6175,1781,6486.67,2023-12-27 21:40:41,2024-06-12,Sample status 69
16f6b119-3e17-408b-8242-c0dbe2a7030c,751,6810,2113,7996.91,2024-04-11 21:40:41,2024-10-08,Sample status 70
70befdd5-89f6-42ff-b149-80017707bea6,3024,5517,6794,4807.95,2023-11-29 21:40:41,2024-07-30,Sample status 71
5b2b0820-31d0-4d6e-adec-32fa692181e1,9981,5369,5394,3734.62,2024-05-07 21:40:41,2024-02-20,Sample status 72
12aedf8d-3e80-43ab-9db2-5ad7f6c6997f,3944,1115,2707,3946.6,2024-06-27 21:40:41,2024-07-05,Sample status 73
b1a17d2b-4a05-470b-9ae3-14ad5a4bf61b,8341,1666,2054,5130.5,2024-10-16 21:40:41,2024-07-25,Sample status 74
4d83d367-555c-4ecf-a940-35a201c0cef5,5166,9783,8065,3275.45,2024-02-21 21:40:41,2024-10-20,Sample status 75
af25bbad-19f4-471d-a725-3451e425b7a2,8886,406,7122,9154.33,2024-05-12 21:40:41,2024-02-18,Sample status 76
dba8a684-7fc1-430e-b2bd-961d69f6edd3,1065,4716,2064,9598.59,2024-04-24 21:40:41,2024-04-04,Sample status 77
f1118934-a524-41d8-95c4-81032cf07ae6,7343,460,6626,414.46,2024-09-16 21:40:41,2024-01-06,Sample status 78
f5d02551-36f3-4739-b54e-45e893ddefc3,4933,6339,1573,8465.05,2023-12-14 21:40:41,2024-10-31,Sample status 79
ab4c2f66-223a-4dc2-841e-2dbbafce6c3e,2626,4930,1009,7115.1,2023-12-06 21:40:41,2024-04-05,Sample status 80
ebf148fb-7897-4dd3-88a4-32e3c58f4bbf,1707,2825,8637,3909.54,2024-04-22 21:40:41,2024-08-05,Sample status 81
